% #1 vector of photo #1
0.014008	0.772279
% #2 vector of photo #1
-0.516694	0.375036
% #3 vector of photo #1
-0.244261	0.724284
% #4 vector of photo #1
-0.616431	0.172666
% #1 vector of photo #2
0.015046	0.772640
% #2 vector of photo #2
-0.513129	0.375757
% #3 vector of photo #2
-0.243132	0.724122
% #4 vector of photo #2
-0.611309	0.172466
% #1 vector of photo #3
0.015384	0.772713
% #2 vector of photo #3
-0.515630	0.376481
% #3 vector of photo #3
-0.246481	0.725598
% #4 vector of photo #3
-0.614818	0.173417
% #1 vector of photo #4
0.014327	0.772315
% #2 vector of photo #4
-0.514790	0.375391
% #3 vector of photo #4
-0.247942	0.724999
% #4 vector of photo #4
-0.614377	0.172593
% #1 vector of photo #5
0.014550	0.772224
% #2 vector of photo #5
-0.515152	0.375662
% #3 vector of photo #5
-0.244433	0.725372
% #4 vector of photo #5
-0.612760	0.174239
% #1 vector of photo #6
0.015593	0.772845
% #2 vector of photo #6
-0.515774	0.377711
% #3 vector of photo #6
-0.235093	0.725233
% #4 vector of photo #6
-0.612140	0.177885
% #1 vector of photo #7
0.015432	0.771765
% #2 vector of photo #7
-0.516392	0.376402
% #3 vector of photo #7
-0.235480	0.725061
% #4 vector of photo #7
-0.612993	0.177880
% #1 vector of photo #8
0.018786	0.770946
% #2 vector of photo #8
-0.515963	0.375940
% #3 vector of photo #8
-0.232948	0.724682
% #4 vector of photo #8
-0.613712	0.179061
% #1 vector of photo #9
0.015720	0.770994
% #2 vector of photo #9
-0.514861	0.376186
% #3 vector of photo #9
-0.231861	0.722066
% #4 vector of photo #9
-0.611548	0.177754
% #1 vector of photo #10
0.016561	0.771207
% #2 vector of photo #10
-0.517287	0.375857
% #3 vector of photo #10
-0.232915	0.726002
% #4 vector of photo #10
-0.614137	0.180006
% #1 vector of photo #11
0.019160	0.770774
% #2 vector of photo #11
-0.513016	0.376150
% #3 vector of photo #11
-0.231734	0.725037
% #4 vector of photo #11
-0.611706	0.179901
% #1 vector of photo #12
0.019165	0.771420
% #2 vector of photo #12
-0.514336	0.376710
% #3 vector of photo #12
-0.231415	0.725262
% #4 vector of photo #12
-0.613922	0.181487
% #1 vector of photo #13
0.017048	0.770810
% #2 vector of photo #13
-0.512994	0.375576
% #3 vector of photo #13
-0.229238	0.725672
% #4 vector of photo #13
-0.611431	0.182616
% #1 vector of photo #14
0.015295	0.770320
% #2 vector of photo #14
-0.514326	0.375006
% #3 vector of photo #14
-0.231397	0.725612
% #4 vector of photo #14
-0.611059	0.181067
% #1 vector of photo #15
0.015135	0.771407
% #2 vector of photo #15
-0.515893	0.376181
% #3 vector of photo #15
-0.231547	0.725704
% #4 vector of photo #15
-0.610057	0.181367
% #1 vector of photo #16
0.015994	0.771193
% #2 vector of photo #16
-0.516361	0.377104
% #3 vector of photo #16
-0.226145	0.724415
% #4 vector of photo #16
-0.611957	0.183397
% #1 vector of photo #17
0.025494	0.773896
% #2 vector of photo #17
-0.510354	0.380389
% #3 vector of photo #17
-0.223552	0.724271
% #4 vector of photo #17
-0.609792	0.181559
% #1 vector of photo #18
0.024149	0.773284
% #2 vector of photo #18
-0.511076	0.380004
% #3 vector of photo #18
-0.226388	0.724800
% #4 vector of photo #18
-0.609835	0.179934
