   19500    17.944007   -837486.68    -17264.07   -17100.806   -17165.513 
   19600    17.914123   -837511.27   -17303.665    -17151.53   -17221.788 
   19700    17.862423   -837532.58   -17340.631   -17176.996   -17269.976 
   19800    17.783623   -837553.66   -17344.768   -17207.076   -17284.424 
   19900    17.702572   -837573.85   -17400.024   -17247.924   -17334.579 
   20000    17.617025   -837593.83   -17410.626   -17282.619   -17353.133 
   20100    17.499005   -837613.55   -17461.209   -17315.454   -17403.403 
   20200    17.507187   -837633.37    -17493.88   -17344.398    -17428.62 
   20300    17.428605   -837651.51   -17516.118    -17360.62   -17474.623 
   20400    17.278867   -837673.07   -17552.356   -17424.724   -17504.406 
   20500     17.17963   -837691.29   -17565.838   -17438.051   -17532.034 
   20600     17.14509   -837708.47   -17592.584   -17487.815   -17580.159 
   20700    17.108454   -837728.31   -17634.314   -17503.861   -17617.616 
   20800    17.009863   -837746.37    -17664.26   -17545.603   -17636.316 
   20900     16.93963    -837764.5   -17712.699   -17545.929    -17674.24 
   21000     16.88367   -837783.18   -17722.163   -17608.604   -17706.715 
   21100    16.788183   -837800.47    -17764.26   -17614.128    -17727.04 
   21200    16.768549   -837818.96   -17838.744   -17643.642   -17772.837 
   21300    16.736119   -837838.86   -17824.052   -17691.609   -17786.576 
   21400    16.661409   -837859.95   -17869.733   -17710.313   -17821.831 
   21500    16.641833    -837878.5    -17918.07   -17754.116   -17862.699 
   21600    16.596693   -837899.14   -17932.237   -17786.862   -17914.325 
   21700    16.500172   -837915.77   -18000.936   -17811.601   -17949.525 
   21800    16.437207   -837931.49   -17994.366   -17851.103       -17973 
   21900    16.389103   -837949.87   -18020.961   -17862.855   -18006.707 
   22000    16.310387   -837966.18   -18073.225   -17880.284   -18046.779 
   22100    16.312622   -837984.79    -18092.24    -17913.28   -18072.242 
   22200    16.300298   -838004.32   -18150.347   -17971.851   -18111.093 
   22300    16.193917   -838021.66   -18188.917   -17981.939    -18156.46 
   22400    16.153489   -838038.82   -18220.069   -18020.996   -18161.664 
   22500    16.104237   -838055.78   -18238.278   -18050.101   -18204.834 
   22600    16.044884   -838075.87   -18312.907   -18082.449   -18219.147 
   22700     15.94934   -838093.32   -18321.961   -18102.602   -18253.145 
   22800    15.902582   -838108.62    -18357.38   -18130.635   -18316.969 
   22900    15.843501   -838126.58   -18392.494    -18157.42   -18343.984 
   23000    15.798758   -838144.27   -18404.914    -18193.82   -18367.535 
   23100    15.779401   -838161.68   -18462.565   -18223.373   -18393.092 
   23200    15.860737   -838179.31    -18482.05   -18251.957   -18456.153 
   23300    15.793551   -838197.21   -18510.777   -18305.823   -18481.267 
   23400     15.75148   -838215.13   -18552.055   -18329.595   -18512.848 
   23500    15.754695   -838233.89   -18581.645   -18348.599   -18539.572 
   23600    15.700817   -838248.98   -18587.488   -18403.215   -18591.032 
   23700    15.568135   -838263.44   -18616.471   -18414.662   -18612.127 
   23800    15.580283    -838280.5   -18657.037   -18446.956   -18648.483 
   23900    15.538084   -838298.28   -18700.399   -18491.876    -18651.93 
   24000    15.485635    -838316.9   -18734.459   -18516.355   -18699.839 
   24100    15.410116    -838332.9   -18768.917   -18548.263   -18715.779 
   24200    15.430731   -838350.37   -18772.557   -18583.701   -18741.548 
   24300    15.407539   -838366.21   -18835.603   -18602.736   -18796.135 
   24400    15.368093   -838380.43   -18837.607   -18626.453   -18813.318 
   24500     15.39238   -838396.98   -18874.088   -18669.173    -18821.39 
   24600     15.39464   -838412.85   -18902.672   -18713.029   -18860.822 
   24700    15.324854   -838429.43   -18949.818   -18707.158   -18887.742 
   24800    15.267985   -838442.66   -18955.856    -18748.48   -18898.877 
   24900    15.222156   -838458.52   -19007.053   -18778.988   -18961.706 
   25000    15.190903   -838473.67   -19048.976   -18809.463   -18970.273 
   25100    15.084619   -838488.01   -19068.703   -18834.189   -18970.445 
   25200    15.052864   -838502.71   -19061.901   -18858.782   -19014.578 
   25300    15.006732    -838517.9   -19120.188   -18886.768   -19021.554 
   25400    14.924384   -838533.73   -19149.545   -18930.334   -19073.867 
   25500    14.921726   -838548.61   -19162.051   -18948.696   -19094.715 
   25600    14.824318   -838561.39   -19167.207   -18965.034    -19099.85 
   25700    14.809479   -838576.09   -19243.884   -19000.843    -19137.77 
   25800    14.774741   -838591.56   -19229.146   -19021.113   -19171.278 
   25900    14.714645   -838604.88   -19257.505   -19039.149   -19189.859 
   26000    14.648878   -838618.54   -19284.914    -19064.27   -19207.944 
   26100    14.597742   -838631.95   -19288.768   -19094.987   -19230.447 
   26200    14.555474   -838647.55   -19334.195   -19130.344   -19274.469 
   26300    14.494639   -838659.41   -19358.638   -19132.768   -19275.667 
   26400    14.502878    -838676.6   -19386.721   -19174.928   -19305.519 
   26500    14.446819   -838688.73   -19396.136   -19180.129   -19338.806 
   26600    14.389839   -838701.72   -19423.331   -19222.532   -19354.275 
   26700    14.377304   -838715.01   -19473.879   -19248.529   -19389.593 
   26800    14.332094   -838728.58   -19517.594   -19273.996   -19406.138 
   26900    14.318571   -838742.37   -19523.827   -19288.589   -19439.389 
   27000    14.272812   -838756.02   -19562.433   -19336.823   -19453.743 
   27100    14.260971   -838770.09   -19577.981   -19349.021   -19464.088 
   27200    14.253806   -838783.06   -19614.039   -19356.902   -19479.538 
   27300    14.270783   -838800.43   -19635.442   -19397.567   -19514.332 
   27400    14.172324   -838812.48   -19677.891   -19418.794   -19554.431 
   27500    14.140437   -838825.11   -19714.292   -19438.011   -19565.697 
   27600    14.089958   -838837.07   -19728.353   -19451.169   -19589.376 
   27700    14.087837   -838850.27    -19764.43   -19456.883   -19621.254 
   27800     14.04321   -838862.17   -19780.466   -19486.087   -19612.385 
   27900    14.029329   -838876.21   -19816.238   -19511.398    -19635.84 
   28000    14.044211   -838889.42   -19833.031   -19537.915   -19667.128 
   28100    13.918398   -838900.69   -19845.748   -19548.299   -19691.255 
   28200    13.926537   -838914.05   -19882.044   -19556.647   -19710.065 
   28300     13.84321   -838926.32   -19896.453   -19604.854   -19720.819 
   28400    13.830288   -838938.95   -19917.847   -19589.345   -19754.303 
   28500    13.877799   -838951.42   -19926.414   -19641.875   -19792.719 
   28600    13.796156   -838963.91   -19950.102    -19653.35   -19811.362 
   28700    13.715269   -838975.58    -19960.55   -19676.918   -19837.896 
   28800    13.713661   -838986.19   -20020.768   -19693.238   -19830.078 
   28900      13.6681    -838998.5   -19996.448     -19716.4   -19874.042 
   29000    13.609149   -839009.09   -20037.307   -19714.951   -19886.392 
   29100    13.619307   -839022.09   -20041.941   -19763.012   -19917.732 
   29200    13.659307   -839034.99   -20094.629   -19782.549   -19936.906 
   29300    13.581479   -839047.28   -20091.311   -19806.638   -19973.767 
   29400    13.603376   -839058.72   -20120.732   -19820.929   -19989.117 
   29500    13.523977   -839069.16   -20141.082    -19823.77   -20001.479 
   29600    13.549683   -839083.91   -20153.445   -19874.333    -20029.59 
   29700    13.451818   -839095.16    -20219.97   -19896.635     -20033.3 
   29800    13.481639   -839107.89   -20225.603   -19898.544   -20057.181 
   29900    13.440565   -839119.63   -20255.054   -19893.815   -20066.579 
   30000    13.424665   -839130.76   -20287.137   -19944.593   -20108.622 
   30100    13.380179   -839140.21   -20296.266   -19948.425   -20108.161 
   30200    13.350174   -839151.44   -20305.618   -19967.012   -20150.356 
   30300    13.346389   -839165.33   -20330.564   -19991.389   -20137.883 
   30400     13.27873   -839175.56   -20342.624   -20029.984   -20204.369 
   30500    13.228279   -839187.59   -20389.913   -20035.754   -20175.951 
   30600    13.186658   -839198.83   -20404.191    -20052.55   -20226.745 
   30700     13.22376   -839211.46   -20421.852    -20080.03   -20243.413 
   30800    13.114016   -839221.63   -20460.132     -20087.3   -20256.874 
   30900      13.1117   -839232.92   -20466.472    -20133.13    -20300.13 
   31000    13.125029   -839243.06   -20463.961   -20124.787   -20291.405 
   31100    13.031742   -839253.78   -20495.596   -20169.045    -20323.94 
   31200    13.009137   -839264.08   -20496.842    -20167.98   -20341.532 
   31300    12.976519   -839274.28   -20521.624    -20196.27    -20354.84 
   31400    12.935829   -839284.41   -20536.331   -20225.561   -20375.823 
   31500    12.961008   -839295.94   -20558.231   -20226.724   -20391.889 
   31600     12.91324   -839307.48   -20563.894    -20277.89   -20437.745 
   31700    12.907982   -839317.32   -20588.405   -20280.015    -20442.71 
   31800    12.852358   -839328.28   -20625.314   -20303.207   -20464.529 
   31900    12.825726   -839337.01   -20616.484   -20336.339   -20473.607 
   32000    12.783066   -839350.27   -20627.796     -20372.9     -20496.2 
   32100    12.767933   -839362.77   -20679.043   -20373.259   -20531.376 
   32200    12.753926   -839370.27   -20691.273     -20406.2   -20542.779 
   32300    12.672696   -839379.41   -20719.523   -20422.157   -20561.433 
   32400    12.655895   -839388.88    -20722.19    -20425.58   -20575.429 
   32500    12.618332   -839399.13   -20734.265   -20445.379   -20591.289 
   32600    12.597825   -839410.66   -20743.126   -20473.168   -20602.218 
